University                                 ,Department      ,Instructor             ,Overall Rating,Number of Ratings,Date      ,Rating ,Overall Quality,               ,Level of Difficulty,                   ,Course       ,Course Name,Is Software Engineering,For Credit?    ,Attendance               ,Textbook used     ,Would take again     ,Grade Received                ,Tags                                                                    ,Comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Others found it useful                                                                                                                                                                                                                                                                                                                                          ,
University of Washington                   ,Computer Science,Michael Ernst          ,2.4           ,6                ,11/03/2018,POOR   ,2              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CSE331       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: Not sure yet  ,ACCESSIBLE OUTSIDE CLASS-TOUGH GRADER                                   ,"Professor Ernsts teaching style could be described as energetic, straightforward, and organized. He assumed a lot of the class had prior knowledge about certain Java coding guidelines, and did not fail to make this apparent in his lectures. His tests also awarded very little partial credit, so dont expect a high grade on your tests. Mixed review."                                                                                                                                                      ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Michael Ernst          ,2.4           ,6                ,09/18/2013,AWESOME,4.5            ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CSE331       ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: C+            ,                                                                        ,"I took this class first quarter in the major and got annihilated by it... so I wouldn't recommend doing that. Ernst is good at presenting the material and well-organized, but I suspect he indulges in a little schadenfreude watching students suffer under large workloads."                                                                                                                                                                                                                                    ,2 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Michael Ernst          ,2.4           ,6                ,06/08/2013,GOOD   ,4              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CSE331       ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"This class is very difficult and has a large workload. However, Ernst is very enthusiastic and concerned with teaching the students. You come out of this class with a lot of new skills, and Ernst makes you care about learning the material."                                                                                                                                                                                                                                                                   ,2 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,07/09/2019,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,AMAZING LECTURES-RESPECTED-INSPIRATIONAL                                ,Really great guy and a great teacher. You could tell he really cared about the material and students' learning. Homeworks were time-consuming but manageable and helpful. Tests were difficult but if you studied you'd be fine.                                                                                                                                                                                                                                                                                    ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,12/31/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,AMAZING LECTURES-ACCESSIBLE OUTSIDE CLASS-INSPIRATIONAL                 ,"The best professor Ive had in uw. He is just amazing. The lectures are indeed interesting and inspirational, I looked forward to each one of his classes all quarter. He is passinate about teaching and jumps up and down about the things he cares about. Highly recommend taking any class with him and in particular 341."                                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,12/11/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,HILARIOUS-INSPIRATIONAL-AMAZING LECTURES                                ,Great guy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,06/08/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE351       ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A           ,RESPECTED-HILARIOUS-AMAZING LECTURES                                    ,"Dan's lectures were engaging and extremely helpful. He clearly understood the topics he was lecturing on, and although this was only his second time teaching this particular class, I would not have guessed it if he had not told us. He expressed his intention to give us ""hard but fair"" exams, which I feel described our midterm and final accurately."                                                                                                                                                   ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,05/25/2016,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: Not sure yet  ,AMAZING LECTURES-GIVES GOOD FEEDBACK-TOUGH GRADER                       ,Great professor. CSE 341 was amazing and I'd recommend taking as many classes from Dan as possible. I also had CSE 351 with him. It was his first time teaching it and he still crushed it. He's so good that you'd learn in his class even if you tried not to.                                                                                                                                                                                                                                                    ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,03/24/2016,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CSE351       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Incredible teacher. Probably the best lecturer I've ever had. He really has good analogies and goes over things with a reasonable pace, but at the same time has the knowledge and experience from being a researcher to give answers to really complex questions. Tests are hard but in an intellectually stimulating way, as they require creative thinking"                                                                                                                                                     ,3 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,03/19/2016,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE351       ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: N/A,Grade Received: A             ,TOUGH GRADER-AMAZING LECTURES-HILARIOUS                                 ,"Dan's an amazing professor. His lectures are fantastic and really helpful, but his exams are also quite difficult."                                                                                                                                                                                                                                                                                                                                                                                                ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,01/21/2015,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,PROGLANG     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A           ,AMAZING LECTURES-INSPIRATIONAL                                          ,Amazing class. I think it the Programming Languages class at coursera should be required for every engineer that wants to improve a lot his programming skills                                                                                                                                                                                                                                                                                                                                                      ,3 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,01/20/2014,AWESOME,4.5            ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CS373        ,           ,                       ,For Credit: N/A,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"exams were very fair, recommend going to TA hours a lot."                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,12/12/2013,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,PROGLANG     ,           ,                       ,For Credit: No ,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: N/A,Grade Received: P             ,                                                                        ,Prof has Analytical and clear delivery. He is excited and engaged by subject. I learned a lot and enjoyed it. Lots of time required for lectures + homework + code review.                                                                                                                                                                                                                                                                                                                                          ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,12/01/2013,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,PROGLANG     ,           ,                       ,For Credit: No ,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Very strong and clear in subject. Teaching methodology is too good. Assignment quality and design is flawless.                                                                                                                                                                                                                                                                                                                                                                                                      ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,03/06/2013,POOR   ,2              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,341          ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"He writes up notes for us, has videos of himself teaching, and he's relatively clear. I think he's had some planning problems this quarter so our assignments are a little scrunched together towards the end and he tries to pull off too much in lecture. But he's good enough."                                                                                                                                                                                                                                 ,1 person found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,03/04/2013,AVERAGE,3              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"He's an okay guy, but his planning skills are truly poor. Towards the end of the quarter, he had to hold us back after the bell to get through the content and lets the TAs cover the content that he can't get to. It's disappointing and insulting to us and the subject. I don't see why he is popular if this is how he ""teaches""."                                                                                                                                                                          ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,03/13/2012,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Grossman is the best CS professor I have had so far. He is enthusiastic about the class content and very clear. He gets a few laughs every lecture and is generally pleasant to be around. Highly recommend.                                                                                                                                                                                                                                                                                                        ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Dan Grossman           ,4.5           ,15               ,02/15/2012,AWESOME,4.5            ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CSE341       ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"If you are a CSE major and you have to look here to hear about how awesome Dan Grossman is, you must be living under a rock :) He is enthusiastic, helpful, cares about students (he memorizes everyone's name). No books needed- helpful note provided. 341 is more his specialty, but I can't imagine him not being equally effective i"                                                                                                                                                                         ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,01/05/2019,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,INFO200      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,AMAZING LECTURES-RESPECTED-GET READY TO READ                            ,"Andy really makes a 2 hour lecture exciting and interactive. Very open minded, and focuses upon the students grasping the info and applying it. Grading system is strict, so EVERY points count. TIP: ask for as much help/feedback of your projects from your TA, as they're the one grading them. Besides that, I would love to take a class w/ Andy again!"                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,12/14/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,INFO200      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,GROUP PROJECTS-GET READY TO READ-TOUGH GRADER                           ,"Andy being the dean of the iSchool is an amazing professor and it was his first time teaching INFO 200. He kept lectures fun. I came in without any knowledge of what INFO was but really enjoyed the class. The class is reading and project heavy, the grading is slightly difficult, and we had daily quizzes for each reading from the night before."                                                                                                                                                          ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,11/09/2018,GOOD   ,4              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,INFO200      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: Not sure yet  ,GROUP PROJECTS-GET READY TO READ-RESPECTED                              ,"Andy Ko is really entertaining as a lecturer and a good person to know, being the head of the Informatics department. Main issue with his class is the broadness of the assignments. Quiz and test questions are usually tricky as well. Extremely reading-heavy. Lots of busy work in general. It was his first time teaching INFO200 so it might change."                                                                                                                                                        ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,10/28/2018,AWESOME,5              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INFO200      ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,HILARIOUS-GET READY TO READ-RESPECTED                                   ,"Most of the Informatics professors are great. Andy is one of the top professors you have to take while you're in the iSchool. He knows what he's talking about and he makes a looooonnnggg lecture somehow fun and entertaining. Lots of readings but he's working on changing the class. It's his first time teaching INFO200, so he's switching it up."                                                                                                                                                          ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,10/23/2017,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,INFO461      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A-            ,GIVES GOOD FEEDBACK-LOTS OF HOMEWORK-RESPECTED                          ,"Stressful class. A lot more stressful than I thought it would be. Good educational experience though. I learned a lot, plus got a good project for my resume under my belt."                                                                                                                                                                                                                                                                                                                                       ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,08/11/2017,AWESOME,5              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INFO461      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A+            ,ACCESSIBLE OUTSIDE CLASS-AMAZING LECTURES-GIVES GOOD FEEDBACK           ,"Hard grader with a harsh grading scale, but I learned more about software development and the software development industry in this class than any other class. One of my favorite classes ever."                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,06/26/2017,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GIVES GOOD FEEDBACK-RESPECTED-CARING                                    ,Easily one of the best (if not the best) professors of the Information School. Full of knowledge and cares about his students! Highly recommend taking 360 with him.                                                                                                                                                                                                                                                                                                                                                ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,04/05/2017,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GIVES GOOD FEEDBACK-INSPIRATIONAL-CARING                                ,"Honestly one of the best professors at UW. Lots of interesting stories and experience to share with the class, lots of real cool theory. Also how does he not have a red pepper.... saying this as a straight guy, Andy is a handsome dude."                                                                                                                                                                                                                                                                       ,3 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,10/26/2016,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,PARTICIPATION MATTERS-GIVES GOOD FEEDBACK-INSPIRATIONAL                 ,"I am currently taking Info 360 with Andrew Ko and I really cannot say enough by how excellent of a professor he is. He has a unique curriculum with very light reading but very useful and essential information. Additionally, his manner of teaching is extremely calm and respectable."                                                                                                                                                                                                                         ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,01/05/2016,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A+            ,GIVES GOOD FEEDBACK                                                     ,"From what I've heard of other INFO 360 professors, Andy is the best. He was always clear on what he wanted from assignments, and assigns fair work. We worked on group projects from the very beginning of the quarter, giving us a good sense of what the real design process is like."                                                                                                                                                                                                                           ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,02/24/2013,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Great professor, taught me so much about design. He was very clear about expectations and offered constant opportunities for feedback before deliverable were due."                                                                                                                                                                                                                                                                                                                                                ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,12/19/2011,AWFUL  ,1              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INFO360      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"DOES NOT explain what he wants for the GRADED portion of your assignment... You will have a 4.0 in the class until the final project, THEN HE WILL SCREW YOU!!! BE VERY CAREFUL, DO NOT TAKE INFO 360 WITH ANDY KO!!! NOT helpful at all, contradicts himself, and doesn't know what he wants in his final assignments. WILL RUIN YOUR GRADE."                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Amy Ko                 ,4.5           ,13               ,09/21/2011,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,INFO461      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Excellent professor ,he is incredibly young for what he has achieved .His classes are always hard and he expects a lot but he will ensure you learn a lot too"                                                                                                                                                                                                                                                                                                                                                     ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Washington                   ,Computer Science,Emina Torlak           ,5             ,1                ,12/09/2018,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CSE311       ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: Not sure yet  ,CARING-LOTS OF HOMEWORK-AMAZING LECTURES                                ,"CSE311 is a scary class, but Emina makes it a lot less intimidating. I learned a lot in this class, and never felt like it was impossible as she's great at lecturing and provides a multitude of resources. One of the best lecturers I've had to date; would love to take another one of her classes in the future."                                                                                                                                                                                             ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
Carnegie Mellon University                 ,Computer Science,Robert Harper          ,3.5           ,2                ,05/16/2011,POOR   ,2              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CS150        ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"He did nothing while PhD student Dan Licata taught the class. Speaking of, Licata is one of the best and most engaging professors I've ever had!"                                                                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
Carnegie Mellon University                 ,Computer Science,Robert Harper          ,3.5           ,2                ,06/20/2010,AWESOME,5              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CS312        ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Amazing.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of California Berkeley          ,Computer Science,Armando Fox            ,1             ,7                ,04/17/2019,AWFUL  ,1              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CS169        ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: Yes,Would Take Again: No ,Grade Received: B-            ,GROUP PROJECTS-LECTURE HEAVY-GRADED BY FEW THINGS                       ,"This class was a hot mess. For the exams there was little to no midterm prep material or information on the format, and logistics often wouldn't be released until a day or two before. Grading guidelines and due dates were unclear, and the staff was slow to communicate on Piazza. The Bcourses page and Syllabus were horribly disorganized"                                                                                                                                                                 ,4 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
